DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:28705657-A	chr6:28705657	0			1	NR	4.00E-41	40.39794001		2.428	[2.133-2.763]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29051468-G	chr6:29051468	0			1	NR	3.00E-42	41.52287875		2.437	[2.144-2.77]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29499942-A	chr6:29499942	0			1	NR	2.00E-43	42.69897		2.449	[2.157-2.78]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30331468-G	chr6:30331468	0			1	NR	2.00E-47	46.69897		2.46	[2.178-2.779]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:28939145-G	chr6:28939145	0			1	NR	7.00E-43	42.15490196		2.469	[2.17-2.809]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29388554-G	chr6:29388554	0			1	NR	6.00E-45	44.22184875		2.475	[2.181-2.808]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30441472-C	chr6:30441472	0			1	NR	1.00E-52	52		2.51	[2.23-2.824]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr9:71822481-T	chr9:71822481	0			1	NR	5.00E-08	7.301029996		2.515	[1.806-3.504]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30157766-T	chr6:30157766	0			1	NR	1.00E-51	51		2.534	[2.246-2.858]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30733315-T	chr6:30733315	0			1	NR	7.00E-56	55.15490196		2.545	[2.266-2.858]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30576624-G	chr6:30576624	0			1	NR	1.00E-57	57		2.573	[2.292-2.889]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:60197190-T	chr2:60197190	0			1	NR	2.00E-09	8.698970004		2.584	[1.894-3.526]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr16:73991175-G	chr16:73991175	0			1	NR	2.00E-08	7.698970004		2.605	[1.866-3.636]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30843488-C	chr6:30843488	0			1	NR	2.00E-62	61.69897		2.634	[2.351-2.951]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:31000992-G	chr6:31000992	0			1	NR	2.00E-64	63.69897		2.658	[2.373-2.976]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr16:9864106-C	chr16:9864106	0			1	NR	7.00E-11	10.15490196		2.708	[2.008-3.652]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:31229085-A	chr6:31229085	0			1	NR	2.00E-75	74.69897		2.724	[2.448-3.031]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:31117579-T	chr6:31117579	0			1	NR	6.00E-72	71.22184875		2.761	[2.471-3.085]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr2:62744832-C	chr2:62744832	0			1	NR	1.00E-08	8		2.793	[1.96-3.98]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:31348918-A	chr6:31348918	0			1	NR	9.00E-76	75.04575749		2.856	[2.555-3.194]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26935600-T	chr6:26935600	0			1	NR	1.00E-31	31		2.271	[1.979-2.606]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26581807-T	chr6:26581807	0			1	NR	1.00E-31	31		2.275	[1.983-2.61]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27104763-G	chr6:27104763	0			1	NR	7.00E-32	31.15490196		2.277	[1.985-2.613]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27559448-G	chr6:27559448	0			1	NR	2.00E-34	33.69897		2.277	[1.996-2.597]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27457865-C	chr6:27457865	0			1	NR	2.00E-32	31.69897		2.29	[1.997-2.626]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27281907-A	chr6:27281907	0			1	NR	7.00E-33	32.15490196		2.299	[2.006-2.636]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27911422-A	chr6:27911422	0			1	NR	2.00E-35	34.69897		2.314	[2.028-2.641]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:28107123-T	chr6:28107123	0			1	NR	5.00E-36	35.30103		2.338	[2.047-2.67]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:28235278-G	chr6:28235278	0			1	NR	5.00E-37	36.30103		2.356	[2.065-2.69]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:30018547-A	chr6:30018547	0			1	NR	3.00E-42	41.52287875		2.373	[2.096-2.688]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29785031-G	chr6:29785031	0			1	NR	5.00E-42	41.30103		2.378	[2.099-2.694]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:29639324-C	chr6:29639324	0			1	NR	4.00E-42	41.39794001		2.382	[2.102-2.7]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:28594470-T	chr6:28594470	0			1	NR	7.00E-39	38.15490196		2.385	[2.093-2.718]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:33020111-G	chr6:33020111	0			1	NR	1.00E-12	12		1.912	[1.599-2.286]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:33647094-C	chr6:33647094	0			1	NR	4.00E-08	7.397940009		2.042	[1.581-2.638]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:25864590-T	chr6:25864590	0			1	NR	2.00E-22	21.69897		2.1	[1.809-2.437]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26732200-G	chr6:26732200	0			1	NR	2.00E-28	27.69897		2.11	[1.849-2.408]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:25710343-A	chr6:25710343	0			1	NR	7.00E-23	22.15490196		2.116	[1.823-2.457]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26073147-A	chr6:26073147	0			1	NR	9.00E-24	23.04575749		2.127	[1.836-2.464]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26266083-C	chr6:26266083	0			1	NR	8.00E-27	26.09691001		2.158	[1.875-2.484]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr5:81431680-A	chr5:81431680	0			1	NR	3.00E-10	9.522878745		2.185	[1.713-2.788]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:25513951-A	chr6:25513951	0			1	NR	3.00E-23	22.52287875		2.186	[1.873-2.551]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27700521-C	chr6:27700521	0			1	NR	4.00E-33	32.39794001		2.25	[1.971-2.569]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:26408323-G	chr6:26408323	0			1	NR	4.00E-31	30.39794001		2.262	[1.971-2.597]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
13/08/2021	34302048	Qu HQ	2021-07-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/34302048	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	Type 1 diabetes with low genetic risk score	"957 European ancestry cases, 12,323 European ancestry controls"	NA				NR							chr6:27803328-C	chr6:27803328	0			1	NR	6.00E-34	33.22184875		2.27	[1.989-2.59]	Illumina [104689647] (imputed)	N	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	GCST90000181	Genome-wide genotyping array
01/11/2014	24595857	Sandholm N	2014-03-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/24595857	Genome-wide association study of urinary albumin excretion rate in patients with type 1 diabetes.	Urinary albumin excretion rate in type 1 diabetes	"1,925 European ancestry cases"	"3,750 European ancestry cases"	4q34.1	4	174721548	GLRA3	GLRA3			ENSG00000145451			rs11725853-A	rs11725853	0	11725853	intron_variant	0	0.15	8.00E-07	6.096910013		0.11	[0.07-0.16] unit increase	Illumina [2400000] (imputed)	N	"urinary albumin excretion rate, type 1 diabetes mellitus"	"http://www.ebi.ac.uk/efo/EFO_0005667, http://purl.obolibrary.org/obo/MONDO_0005147"	GCST002382	Genome-wide genotyping array
01/11/2014	24595857	Sandholm N	2014-03-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/24595857	Genome-wide association study of urinary albumin excretion rate in patients with type 1 diabetes.	Urinary albumin excretion rate in type 1 diabetes	"1,925 European ancestry cases"	"3,750 European ancestry cases"	8p22	8	19065067	"SH2D4A, PSD3"	PSD3			ENSG00000156011			rs2410601-G	rs2410601	0	2410601	intron_variant	0	0.47	4.00E-06	5.397940009		0.08	[0.04-0.11] unit increase	Illumina [2400000] (imputed)	N	"urinary albumin excretion rate, type 1 diabetes mellitus"	"http://www.ebi.ac.uk/efo/EFO_0005667, http://purl.obolibrary.org/obo/MONDO_0005147"	GCST002382	Genome-wide genotyping array
04/02/2016	25936594	Tomer Y	2015-04-27	J Autoimmun	www.ncbi.nlm.nih.gov/pubmed/25936594	Genome wide identification of new genes and pathways in patients with both autoimmune thyroiditis and type 1 diabetes.	Type 1 diabetes and autoimmune thyroid diseases	"346 European ancestry cases, 727 European ancestry controls"	"185 European ancestry cases, 340 European ancestry controls"	6p22.1	6	30110498	TRIM31	"TRIM31, TRIM31, TRIM31, TRIM31, TRIM31, TRIM31, TRIM31, TRIM31-AS1, TRIM31-AS1, TRIM31-AS1, TRIM31-AS1, TRIM31-AS1, TRIM31-AS1, TRIM31-AS1"			"ENSG00000226402, ENSG00000223531, ENSG00000137397, ENSG00000224168, ENSG00000204616, ENSG00000233573, ENSG00000225130, ENSG00000238027, ENSG00000225038, ENSG00000225732, ENSG00000231226, ENSG00000232510, ENSG00000237050, ENSG00000229223"			rs2523989-A	rs2523989	0	2523989	missense_variant	0	NR	2.00E-08	7.698970004		1.7499		Illumina [514008]	N	"autoimmune thyroid disease, type 1 diabetes mellitus"	"http://www.ebi.ac.uk/efo/EFO_0006812, http://purl.obolibrary.org/obo/MONDO_0005147"	GCST002876	Genome-wide genotyping array
