Pathway ID	Description	Parent(s)	p-Value	Genes Involved	Variation IDs
R-HSA-166663	Initial triggering of complement	Immune System	0.214320	CFB,COLEC10	rs13259300
R-HSA-3858494	Beta-catenin independent WNT signaling	Signal Transduction	0.215042	AGO2,PSMB2,TCF7L2	rs3802214
R-HSA-3858494	Beta-catenin independent WNT signaling	Signal Transduction	0.215042	AGO2,PSMB2,TCF7L2	rs574384
R-HSA-3858494	Beta-catenin independent WNT signaling	Signal Transduction	0.215042	AGO2,PSMB2,TCF7L2	rs7903146
R-HSA-140875	Common Pathway of Fibrin Clot Formation	Hemostasis	0.215332	F13B	rs2990510
R-HSA-198753	ERK/MAPK targets	Signal Transduction;Immune System	0.215332	MAPK14	rs80028505
R-HSA-2024096	HS-GAG degradation	Metabolism	0.215332	HPSE2	rs10786436
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	Signal Transduction	0.215332	NOTCH2	rs1493696
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs11171739
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs2292239
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs3802214
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs3842753
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs574384
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs689
R-HSA-1257604	PIP3 activates AKT signaling	Signal Transduction	0.216218	AGO2,ERBB3,ERBB4,INS,PSMB2	rs7588550
R-HSA-9018519	Estrogen-dependent gene expression	Signal Transduction	0.220770	AGO2,ERBB4,GATA3	rs3802214
R-HSA-9018519	Estrogen-dependent gene expression	Signal Transduction	0.220770	AGO2,ERBB4,GATA3	rs3802604
R-HSA-9018519	Estrogen-dependent gene expression	Signal Transduction	0.220770	AGO2,ERBB4,GATA3	rs537544
R-HSA-9018519	Estrogen-dependent gene expression	Signal Transduction	0.220770	AGO2,ERBB4,GATA3	rs7588550
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	Immune System	0.222378	PSMB2,RASGRP1	rs574384
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	Immune System	0.222378	PSMB2,RASGRP1	rs72727394
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	Immune System	0.222378	PSMB2,RASGRP1	rs8035957
R-HSA-211981	Xenobiotics	Metabolism	0.223943	AHR	rs6461299
R-HSA-400508	Incretin synthesis, secretion, and inactivation	Metabolism of proteins	0.223943	TCF7L2	rs7903146
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	Immune System	0.223943	MAPK14	rs80028505
R-HSA-73980	RNA Polymerase III Transcription Termination	Gene expression (Transcription)	0.223943	NFIB	rs10961433
R-HSA-9620244	Long-term potentiation	Neuronal System	0.223943	ERBB4	rs7588550
R-HSA-210500	Glutamate Neurotransmitter Release Cycle	Neuronal System	0.232460	SLC1A2	rs11033048
R-HSA-449836	Other interleukin signaling	Immune System	0.232460	TYK2	rs12720356
R-HSA-449836	Other interleukin signaling	Immune System	0.232460	TYK2	rs2304256
R-HSA-449836	Other interleukin signaling	Immune System	0.232460	TYK2	rs34536443
R-HSA-5668599	RHO GTPases Activate NADPH Oxidases	Signal Transduction	0.232460	MAPK14	rs80028505
R-HSA-933542	TRAF6 mediated NF-kB activation	Immune System	0.232460	IFIH1	rs1990760
R-HSA-933542	TRAF6 mediated NF-kB activation	Immune System	0.232460	IFIH1	rs35667974
R-HSA-933542	TRAF6 mediated NF-kB activation	Immune System	0.232460	IFIH1	rs72871627
R-HSA-195253	Degradation of beta-catenin by the destruction complex	Signal Transduction	0.238563	PSMB2,TCF7L2	rs574384
R-HSA-195253	Degradation of beta-catenin by the destruction complex	Signal Transduction	0.238563	PSMB2,TCF7L2	rs7903146
R-HSA-216083	Integrin cell surface interactions	Extracellular matrix organization	0.238563	COL4A3,ITGB8	rs55703767
R-HSA-216083	Integrin cell surface interactions	Extracellular matrix organization	0.238563	COL4A3,ITGB8	rs7805218
R-HSA-203927	MicroRNA (miRNA) biogenesis	Gene expression (Transcription)	0.240884	AGO2	rs3802214
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	Hemostasis	0.240884	MAPK14	rs80028505
R-HSA-5576893	Phase 2 - plateau phase	Muscle contraction	0.240884	KCNQ1	rs2237897
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	Signal Transduction	0.240884	IKZF1	rs62447205
R-HSA-168255	Influenza Infection	Disease	0.243974	NUP210,RPL37A,RPS26	rs35612822
R-HSA-168255	Influenza Infection	Disease	0.243974	NUP210,RPL37A,RPS26	rs705705
R-HSA-168255	Influenza Infection	Disease	0.243974	NUP210,RPL37A,RPS26	rs73018809
R-HSA-194315	Signaling by Rho GTPases	Signal Transduction	0.244621	INPP5B,MAPK14	rs12742756
R-HSA-194315	Signaling by Rho GTPases	Signal Transduction	0.244621	INPP5B,MAPK14	rs80028505
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	Metabolism of RNA	0.246680	MAPK14,PSMB2	rs574384
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	Metabolism of RNA	0.246680	MAPK14,PSMB2	rs80028505
R-HSA-1187000	Fertilization	Reproduction	0.249217	ADAM30	rs2641348
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	Metabolism	0.249217	INPP5B	rs12742756
R-HSA-211976	Endogenous sterols	Metabolism	0.249217	AHR	rs6461299
R-HSA-77387	Insulin receptor recycling	Signal Transduction	0.249217	INS	rs3842753
R-HSA-77387	Insulin receptor recycling	Signal Transduction	0.249217	INS	rs689
R-HSA-912694	Regulation of IFNA signaling	Immune System	0.249217	TYK2	rs12720356
R-HSA-912694	Regulation of IFNA signaling	Immune System	0.249217	TYK2	rs2304256
R-HSA-912694	Regulation of IFNA signaling	Immune System	0.249217	TYK2	rs34536443
R-HSA-9616222	Transcriptional regulation of granulopoiesis	Developmental Biology	0.250743	FLI1,IL6R	rs2229238
R-HSA-9616222	Transcriptional regulation of granulopoiesis	Developmental Biology	0.250743	FLI1,IL6R	rs605093
R-HSA-9616222	Transcriptional regulation of granulopoiesis	Developmental Biology	0.250743	FLI1,IL6R	rs607703
R-HSA-264876	Insulin processing	Metabolism of proteins	0.257459	INS	rs3842753
R-HSA-264876	Insulin processing	Metabolism of proteins	0.257459	INS	rs689
R-HSA-354192	Integrin signaling	Signal Transduction;Hemostasis	0.257459	RASGRP1	rs72727394
R-HSA-354192	Integrin signaling	Signal Transduction;Hemostasis	0.257459	RASGRP1	rs8035957
R-HSA-8982491	Glycogen metabolism	Metabolism	0.257459	PGM1	rs2269241
R-HSA-8982491	Glycogen metabolism	Metabolism	0.257459	PGM1	rs2269242
R-HSA-8982491	Glycogen metabolism	Metabolism	0.257459	PGM1	rs2269247
R-HSA-8982491	Glycogen metabolism	Metabolism	0.257459	PGM1	rs855330
R-HSA-1474290	Collagen formation	Extracellular matrix organization	0.258875	COL4A3,TLL1	rs34740712
R-HSA-1474290	Collagen formation	Extracellular matrix organization	0.258875	COL4A3,TLL1	rs55703767
R-HSA-156902	Peptide chain elongation	Metabolism of proteins	0.258875	RPL37A,RPS26	rs35612822
R-HSA-156902	Peptide chain elongation	Metabolism of proteins	0.258875	RPL37A,RPS26	rs705705
R-HSA-192823	Viral mRNA Translation	Disease	0.258875	RPL37A,RPS26	rs35612822
R-HSA-192823	Viral mRNA Translation	Disease	0.258875	RPL37A,RPS26	rs705705
R-HSA-2980736	Peptide hormone metabolism	Metabolism of proteins	0.258875	INS,TCF7L2	rs3842753
R-HSA-2980736	Peptide hormone metabolism	Metabolism of proteins	0.258875	INS,TCF7L2	rs689
R-HSA-2980736	Peptide hormone metabolism	Metabolism of proteins	0.258875	INS,TCF7L2	rs7903146
R-HSA-111885	Opioid Signalling	Signal Transduction	0.262942	ADCY7,CAMK4	rs114378220
R-HSA-111885	Opioid Signalling	Signal Transduction	0.262942	ADCY7,CAMK4	rs77150043
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs113114656
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs1990760
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs35667974
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs3802604
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs537544
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs574384
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs72743477
R-HSA-5688426	Deubiquitination	Metabolism of proteins	0.265591	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs72871627
R-HSA-1614635	Sulfur amino acid metabolism	Metabolism	0.265611	SUOX	rs1689510
R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	Disease	0.265611	HLA-A	rs9260151
R-HSA-350054	Notch-HLH transcription pathway	Gene expression (Transcription)	0.265611	NOTCH2	rs1493696
R-HSA-446203	Asparagine N-linked glycosylation	Metabolism of proteins	0.266246	INS	rs3842753
R-HSA-446203	Asparagine N-linked glycosylation	Metabolism of proteins	0.266246	INS	rs689
R-HSA-1592230	Mitochondrial biogenesis	Organelle biogenesis and maintenance	0.267011	CAMK4,MAPK14	rs114378220
R-HSA-1592230	Mitochondrial biogenesis	Organelle biogenesis and maintenance	0.267011	CAMK4,MAPK14	rs80028505
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	Gene expression (Transcription)	0.267011	MAPK14,RMI2	rs193778
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	Gene expression (Transcription)	0.267011	MAPK14,RMI2	rs416603
R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	Gene expression (Transcription)	0.267011	MAPK14,RMI2	rs80028505
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs1004446
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs11171739
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs12971201
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs17885785
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs1893217
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs2292239
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs3184504
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs3741208
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs3842753
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs4366464
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs55703767
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs689
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs7588550
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	Signal Transduction	0.268384	COL4A3,ERBB3,ERBB4,IGF2,INS,MAPK14,PTPN2,SH2B3	rs80028505
R-HSA-195258	RHO GTPase Effectors	Signal Transduction	0.269534	MAPK14	rs80028505
R-HSA-5687128	MAPK6/MAPK4 signaling	Signal Transduction	0.271079	AGO2,PSMB2	rs3802214
R-HSA-5687128	MAPK6/MAPK4 signaling	Signal Transduction	0.271079	AGO2,PSMB2	rs574384
R-HSA-390918	Peroxisomal lipid metabolism	Metabolism	0.273674	ACOXL	rs4849135
R-HSA-525793	Myogenesis	Developmental Biology	0.273674	MAPK14	rs80028505
R-HSA-5669034	TNFs bind their physiological receptors	Immune System	0.273674	TNFSF15	rs4246905
R-HSA-933541	TRAF6 mediated IRF7 activation	Immune System	0.273674	IFIH1	rs1990760
R-HSA-933541	TRAF6 mediated IRF7 activation	Immune System	0.273674	IFIH1	rs35667974
R-HSA-933541	TRAF6 mediated IRF7 activation	Immune System	0.273674	IFIH1	rs72871627
R-HSA-9619483	Activation of AMPK downstream of NMDARs	Neuronal System	0.273674	MAPT	rs1052553
R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	Developmental Biology	0.273674	DAG1	rs4625
R-HSA-156842	Eukaryotic Translation Elongation	Metabolism of proteins	0.275146	RPL37A,RPS26	rs35612822
R-HSA-156842	Eukaryotic Translation Elongation	Metabolism of proteins	0.275146	RPL37A,RPS26	rs705705
R-HSA-2408557	Selenocysteine synthesis	Metabolism	0.275146	RPL37A,RPS26	rs35612822
R-HSA-2408557	Selenocysteine synthesis	Metabolism	0.275146	RPL37A,RPS26	rs705705
R-HSA-72764	Eukaryotic Translation Termination	Metabolism of proteins	0.275146	RPL37A,RPS26	rs35612822
R-HSA-72764	Eukaryotic Translation Termination	Metabolism of proteins	0.275146	RPL37A,RPS26	rs705705
R-HSA-3000157	Laminin interactions	Extracellular matrix organization	0.281650	COL4A3	rs55703767
R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	Signal Transduction	0.281650	TNF	rs3093664
R-HSA-5683826	Surfactant metabolism	Metabolism of proteins	0.281650	CTSH	rs34593439
R-HSA-5683826	Surfactant metabolism	Metabolism of proteins	0.281650	CTSH	rs3825932
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Gene expression (Transcription)	0.283279	NR4A3,PRKCQ	rs11258747
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Gene expression (Transcription)	0.283279	NR4A3,PRKCQ	rs1405209
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	Metabolism of RNA	0.283279	RPL37A,RPS26	rs35612822
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	Metabolism of RNA	0.283279	RPL37A,RPS26	rs705705
R-HSA-196807	Nicotinate metabolism	Metabolism	0.289539	RNLS	rs10788599
R-HSA-196807	Nicotinate metabolism	Metabolism	0.289539	RNLS	rs12416116
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	Immune System	0.289539	MAPK14	rs80028505
R-HSA-1251985	Nuclear signaling by ERBB4	Signal Transduction	0.297342	ERBB4	rs7588550
R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	Disease	0.297342	NUP210	rs73018809
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	Disease	0.297342	NUP210	rs73018809
R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	Metabolism	0.297342	NUP210	rs73018809
R-HSA-5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	Disease	0.297342	NUP210	rs73018809
R-HSA-5607764	CLEC7A (Dectin-1) signaling	Immune System	0.299518	CARD9,PSMB2	rs11145763
R-HSA-5607764	CLEC7A (Dectin-1) signaling	Immune System	0.299518	CARD9,PSMB2	rs574384
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs1015166
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs241427
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs4148870
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs4869313
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs539514
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs574384
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs9260151
R-HSA-983169	Class I MHC mediated antigen processing & presentation	Immune System	0.302501	ERAP2,HLA-A,HLA-B,LMO7,PSMB2,TAP2	rs9264758
R-HSA-376176	Signaling by ROBO receptors	Developmental Biology	0.305050	DAG1,PSMB2,RPL37A,RPS26	rs35612822
R-HSA-376176	Signaling by ROBO receptors	Developmental Biology	0.305050	DAG1,PSMB2,RPL37A,RPS26	rs4625
R-HSA-376176	Signaling by ROBO receptors	Developmental Biology	0.305050	DAG1,PSMB2,RPL37A,RPS26	rs574384
R-HSA-376176	Signaling by ROBO receptors	Developmental Biology	0.305050	DAG1,PSMB2,RPL37A,RPS26	rs705705
R-HSA-163359	Glucagon signaling in metabolic regulation	Metabolism	0.305060	ADCY7	rs77150043
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	Disease	0.305060	NUP210	rs73018809
R-HSA-1980145	Signaling by NOTCH2	Signal Transduction	0.305060	NOTCH2	rs1493696
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	Signal Transduction	0.305060	PRKCQ	rs11258747
R-HSA-392518	Signal amplification	Hemostasis	0.305060	MAPK14	rs80028505
R-HSA-5357905	Regulation of TNFR1 signaling	Signal Transduction	0.305060	TNF	rs3093664
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs11171739
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs113114656
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs2292239
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs574384
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs72743477
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs7588550
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	Disease	0.306584	ERBB3,ERBB4,PSMB2,SMAD2,SMAD3,TCF7L2	rs7903146
R-HSA-1912408	Pre-NOTCH Transcription and Translation	Signal Transduction	0.307618	AGO2,NOTCH2	rs1493696
R-HSA-1912408	Pre-NOTCH Transcription and Translation	Signal Transduction	0.307618	AGO2,NOTCH2	rs3802214
R-HSA-2219528	PI3K/AKT Signaling in Cancer	Disease	0.307618	ERBB3,ERBB4	rs11171739
R-HSA-2219528	PI3K/AKT Signaling in Cancer	Disease	0.307618	ERBB3,ERBB4	rs2292239
R-HSA-2219528	PI3K/AKT Signaling in Cancer	Disease	0.307618	ERBB3,ERBB4	rs7588550
R-HSA-72689	Formation of a pool of free 40S subunits	Metabolism of proteins	0.307618	RPL37A,RPS26	rs35612822
R-HSA-72689	Formation of a pool of free 40S subunits	Metabolism of proteins	0.307618	RPL37A,RPS26	rs705705
R-HSA-9006936	Signaling by TGF-beta family members	Signal Transduction	0.307618	SMAD2,SMAD3	rs113114656
R-HSA-9006936	Signaling by TGF-beta family members	Signal Transduction	0.307618	SMAD2,SMAD3	rs72743477
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	Cellular responses to external stimuli	0.307618	RPL37A,RPS26	rs35612822
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	Cellular responses to external stimuli	0.307618	RPL37A,RPS26	rs705705
R-HSA-1296071	Potassium Channels	Neuronal System	0.311661	KCNB2,KCNQ1	rs2237897
R-HSA-1296071	Potassium Channels	Neuronal System	0.311661	KCNB2,KCNQ1	rs571622299
R-HSA-1266695	Interleukin-7 signaling	Immune System	0.312693	IL7R	rs6897932
R-HSA-180746	Nuclear import of Rev protein	Disease	0.312693	NUP210	rs73018809
R-HSA-180910	Vpr-mediated nuclear import of PICs	Disease	0.312693	NUP210	rs73018809
R-HSA-187687	Signalling to ERKs	Signal Transduction	0.312693	MAPK14	rs80028505
R-HSA-2514856	The phototransduction cascade	Signal Transduction	0.312693	PRKCQ	rs11258747
R-HSA-4791275	Signaling by WNT in cancer	Disease	0.312693	TCF7L2	rs7903146
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	Immune System	0.312693	IFIH1	rs1990760
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	Immune System	0.312693	IFIH1	rs35667974
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	Immune System	0.312693	IFIH1	rs72871627
R-HSA-5578749	Transcriptional regulation by small RNAs	Gene expression (Transcription)	0.319734	AGO2,NUP210	rs3802214
R-HSA-5578749	Transcriptional regulation by small RNAs	Gene expression (Transcription)	0.319734	AGO2,NUP210	rs73018809
R-HSA-159227	Transport of the SLBP independent Mature mRNA	Metabolism of RNA	0.320244	NUP210	rs73018809
R-HSA-165054	Rev-mediated nuclear export of HIV RNA	Disease	0.320244	NUP210	rs73018809
R-HSA-4085377	SUMOylation of SUMOylation proteins	Metabolism of proteins	0.320244	NUP210	rs73018809
R-HSA-432720	Lysosome Vesicle Biogenesis	Vesicle-mediated transport	0.320244	M6PR	rs1805731
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	Transport of small molecules	0.323762	SLC1A2,SLC4A10	rs11033048
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	Transport of small molecules	0.323762	SLC1A2,SLC4A10	rs77155259
R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	Metabolism of RNA	0.327713	NUP210	rs73018809
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	Cell Cycle	0.327713	NUP210	rs73018809
R-HSA-977225	Amyloid fiber formation	Metabolism of proteins	0.327785	INS,SNCAIP	rs149641852
R-HSA-977225	Amyloid fiber formation	Metabolism of proteins	0.327785	INS,SNCAIP	rs3842753
R-HSA-977225	Amyloid fiber formation	Metabolism of proteins	0.327785	INS,SNCAIP	rs689
R-HSA-68886	M Phase	Cell Cycle	0.331313	NUP210,PSMB2	rs574384
R-HSA-68886	M Phase	Cell Cycle	0.331313	NUP210,PSMB2	rs73018809
R-HSA-163685	Integration of energy metabolism	Metabolism	0.331801	ADCY7,INS	rs3842753
R-HSA-163685	Integration of energy metabolism	Metabolism	0.331801	ADCY7,INS	rs689
R-HSA-163685	Integration of energy metabolism	Metabolism	0.331801	ADCY7,INS	rs77150043
R-HSA-176033	Interactions of Vpr with host cellular proteins	Disease	0.335100	NUP210	rs73018809
R-HSA-177243	Interactions of Rev with host cellular proteins	Disease	0.335100	NUP210	rs73018809
R-HSA-5685938	HDR through Single Strand Annealing (SSA)	DNA Repair	0.335100	RMI2	rs193778
R-HSA-5685938	HDR through Single Strand Annealing (SSA)	DNA Repair	0.335100	RMI2	rs416603
R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	Signal Transduction	0.335100	AGO2	rs3802214
R-HSA-445355	Smooth Muscle Contraction	Muscle contraction	0.342406	SORBS1	rs1326934
R-HSA-5689896	Ovarian tumor domain proteases	Metabolism of proteins	0.342406	IFIH1	rs1990760
R-HSA-5689896	Ovarian tumor domain proteases	Metabolism of proteins	0.342406	IFIH1	rs35667974
R-HSA-5689896	Ovarian tumor domain proteases	Metabolism of proteins	0.342406	IFIH1	rs72871627
R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	Immune System	0.342406	STAT4	rs7582694
R-HSA-5173105	O-linked glycosylation	Metabolism of proteins	0.343809	DAG1,GALNT13	rs17206992
R-HSA-5173105	O-linked glycosylation	Metabolism of proteins	0.343809	DAG1,GALNT13	rs4625
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	Metabolism of proteins	0.347797	RPL37A,RPS26	rs35612822
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	Metabolism of proteins	0.347797	RPL37A,RPS26	rs705705
R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	Hemostasis	0.349633	F13B	rs2990510
R-HSA-2172127	DAP12 interactions	Immune System	0.349633	HLA-B	rs9264758
R-HSA-3232142	SUMOylation of ubiquitinylation proteins	Metabolism of proteins	0.349633	NUP210	rs73018809
R-HSA-76009	Platelet Aggregation (Plug Formation)	Hemostasis	0.349633	RASGRP1	rs72727394
R-HSA-76009	Platelet Aggregation (Plug Formation)	Hemostasis	0.349633	RASGRP1	rs8035957
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	Metabolism of proteins	0.351777	RPL37A,RPS26	rs35612822
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	Metabolism of proteins	0.351777	RPL37A,RPS26	rs705705
R-HSA-5610787	Hedgehog 'off' state	Signal Transduction	0.351777	ADCY7,PSMB2	rs574384
R-HSA-5610787	Hedgehog 'off' state	Signal Transduction	0.351777	ADCY7,PSMB2	rs77150043
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	Metabolism of proteins	0.351777	RPL37A,RPS26	rs35612822
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	Metabolism of proteins	0.351777	RPL37A,RPS26	rs705705
R-HSA-166658	Complement cascade	Immune System	0.355749	CFB,COLEC10	rs1270942
R-HSA-166658	Complement cascade	Immune System	0.355749	CFB,COLEC10	rs13259300
R-HSA-382551	Transport of small molecules	Transport of small molecules	0.355857	ADCY7,PSMB2,SLC1A2,SLC4A10,TRDN	rs11033048
